URL,Title,Sentiment Score,Sentiment Label,Sadness,Joy,Fear,Disgust,Anger
1,"Wisconsin's push to drug test Medicaid recipients draws praise, critics",0,neutral,0.407372,0.165116,0.056567,0.21261,0.038979
1,"Wisconsin's push to drug test Medicaid recipients draws praise, critics",0,neutral,0.407372,0.165116,0.056567,0.21261,0.038979
1,Greg Abbott: Texas governor revives 'bathroom bill' for special session,0,neutral,0.065084,0.209716,0.070505,0.223653,0.093031
1,Tillerson: Trump wants me to fix US relationship with Russia amid turmoil,-0.720718,negative,0.563277,0.114551,0.093094,0.163309,0.064946
1,"Trump's personal lawyer to file complaint after Comey testimony, source says",0,neutral,0.430012,0.050534,0.075758,0.07415,0.413582
1,"Trump's personal lawyer to file complaint after Comey testimony, source says",0,neutral,0.430012,0.050534,0.075758,0.07415,0.413582
1,"Sessions has fiery exchange with Democratic senator, denies 'stonewalling'",-0.69544,negative,0.314395,0.115198,0.061361,0.11829,0.323168
1,Rubio slams Obama for Cuba 'regime' outreach,0,neutral,0.254042,0.101771,0.107581,0.327615,0.281445
1,Rubio slams Obama for Cuba 'regime' outreach,0,neutral,0.254042,0.101771,0.107581,0.327615,0.281445
1,Schiff suggests evidence of obstruction in Russia probe,0,neutral,0.3627,0.212125,0.105984,0.097242,0.018355
1,"FBI background checks soar after fatal school shootings, calls for tighter gun control",-0.666098,negative,0.355956,0.020539,0.421174,0.198745,0.296406
1,"Tourists to be shut out from national parks, monuments under government shutdown",-0.438819,negative,0.294196,0.05111,0.100328,0.28174,0.483987
1,"GAO report finds thousands of government workers on paid leave, costing taxpayers millions",-0.513183,negative,0.220049,0.012004,0.089318,0.440783,0.335729
1,Polls show Republican gaining in overlooked NM Senate race,-0.30878,negative,0.093599,0.06881,0.025892,0.643173,0.195173
1,New court decision could end California's restrictions on conceal-carry permits,0,neutral,0.143926,0.339498,0.165557,0.035798,0.208059
1,Lawyers say Canadian-born Cruz eligible to run for president,0.760935,positive,0.064437,0.083001,0.024071,0.705588,0.28398
1,Supreme Court rejects appeal from subcontractor freed from Cuba,0,neutral,0.482791,0.030397,0.108013,0.169064,0.235045
1,Yellen signals growing likelihood of a December rate hike,0,neutral,0.297835,0.505192,0.066305,0.024054,0.041901
1,"Trump to heckler: 'Illegal immigrants the backbone of our country? I don't think so, honey'",-0.395088,negative,0.15402,0.103633,0.028352,0.251616,0.281478
1,$100 fine for smoking in car carrying kid proposed in Virginia legislature,0,neutral,0.165884,0.247205,0.140718,0.255256,0.196102
1,"Man claiming to be Marine says Clinton tried to 'cover' up Benghazi, removed from campaign rally",-0.435394,negative,0.283099,0.020604,0.152108,0.642781,0.128941
1,Eleven states sue over Obama administration's transgender directive,0,neutral,0.237757,0.153129,0.117589,0.145416,0.138204
1,Florida congressional candidate apologizes for remarks about 'sex with' Hillary Clinton,0,neutral,0.109568,0.046286,0.03689,0.494636,0.047602
1,"Media, late-night pile on Conway as 'attention-hungry'",-0.355281,negative,0.355918,0.029697,0.431821,0.046146,0.44496
1,"Media, late-night pile on Conway as 'attention-hungry'",-0.355281,negative,0.355918,0.029697,0.431821,0.046146,0.44496
1,Trump orders hiring freeze for much of Federal government,0,neutral,0.472504,0.01892,0.062354,0.087971,0.156638
1,Trump rips 'ungrateful' Chelsea Manning after Obama criticism,-0.459089,negative,0.205887,0.202143,0.062321,0.299056,0.144313
1,Miami-Dade mayor orders jails to comply with detention requests after Trump's 'sanctuary city' crackdown,-0.585425,negative,0.216497,0.073283,0.030662,0.197072,0.146048
1,Trump reportedly wanted additional photos of Inauguration Day crowd size,0,neutral,0.216186,0.574493,0.008639,0.128667,0.063715
1,Trump honors widow of fallen US Navy SEAL in emotional moment,0,neutral,0.595866,0.3545,0.018793,0.030331,0.028322
1,Trump honors widow of fallen US Navy SEAL in emotional moment,0,neutral,0.595866,0.3545,0.018793,0.030331,0.028322
1,Senate votes to approve Trump's picks for key security posts,0,neutral,0.162791,0.213313,0.147488,0.407194,0.224752
1,Court blocks law that threatened to close Mississippi's only abortion clinic,-0.770648,negative,0.193209,0.011378,0.455991,0.497049,0.183374
1,Sanctuary cities: Seattle sues Trump administration over executive order,0,neutral,0.185753,0.05388,0.007856,0.071471,0.049978
1,Sanctuary cities: Seattle sues Trump administration over executive order,0,neutral,0.185753,0.05388,0.007856,0.071471,0.049978
1,Exxon wants federal waiver to resume venture with Russian oil company,-0.463643,negative,0.089858,0.038831,0.36769,0.040332,0.030659
1,Hawaii lawmakers slam Sessions over remarks about travel ban judge,0,neutral,0.166131,0.063605,0.032659,0.332579,0.652121
1,Hawaii lawmakers slam Sessions over remarks about travel ban judge,0,neutral,0.166131,0.063605,0.032659,0.332579,0.652121
1,Texas Dem fasts to protest sanctuary cities crackdown,-0.524947,negative,0.257963,0.097885,0.155874,0.239585,0.357327
1,Trump orders review of national monument designations,0,neutral,0.246383,0.225691,0.060009,0.269457,0.047347
1,"Haley says US will 'tighten the screws' on North Korea, after recent missile test",-0.747054,negative,0.256845,0.104763,0.283216,0.155278,0.186592
1,"Who is Joe Lieberman, Trump's top pick for FBI director?",-0.361358,negative,0.131743,0.093776,0.076422,0.340051,0.337992
1,Melania Trump forgoes wearing headscarf in Saudi Arabia trip,0,neutral,0.129084,0.305875,0.09197,0.142646,0.120725
1,"Pence sticks with faith and family, as Notre Dame grads walk out on his commencement speech",0.795807,positive,0.064553,0.720687,0.084235,0.0705,0.093491
1,Trump: Meeting Pope Francis 'the honor of a lifetime',0,neutral,0.130783,0.601002,0.018248,0.023597,0.05875
1,Paul Ryan calls on Gianforte to apologize,-0.499464,negative,0.218188,0.079031,0.068514,0.210221,0.07198
1,New Hampshire inn sees surge of business as Navy yard expands,0,neutral,0.072828,0.482803,0.057192,0.106029,0.239857
1,New Hampshire inn sees surge of business as Navy yard expands,0,neutral,0.072828,0.482803,0.057192,0.106029,0.239857
1,North Korea threat: Mattis says war with isolated nation would be 'catastrophic',-0.897572,negative,0.328406,0.012625,0.542613,0.198118,0.226257
1,"Pittsburgh mayor tweets support for Paris Agreement, despite Trump comments",0,neutral,0.356403,0.206658,0.030748,0.295999,0.118894
1,"EPA's Pruitt says leaving Paris Accord is about jobs, not politics",-0.621913,negative,0.158887,0.270588,0.088209,0.090281,0.13471
1,"Trump tells senators House health care bill is 'mean,' sources say",0,neutral,0.319564,0.292006,0.128801,0.020249,0.237327
1,Convention marks GOP opportunity to ratchet up Romney enthusiasm,0.572777,positive,0.180378,0.194803,0.057281,0.085445,0.133039
1,NSA reportedly collecting millions of personal online contact lists worldwide,0,neutral,0.235814,0.169274,0.080687,0.126917,0.03311
1,Fox News Poll: Voters think IRS emails were deliberately destroyed,-0.638538,negative,0.299696,0.017821,0.119241,0.463612,0.408681
1,Fox News Poll: Voters think IRS emails were deliberately destroyed,-0.638538,negative,0.299696,0.017821,0.119241,0.463612,0.408681
1,Carter reveals Russians hacked Pentagon's network,-0.412199,negative,0.300606,0.118143,0.628056,0.068976,0.07131
1,Watchdog: DHS only reported fraction of its conferences,-0.570014,negative,0.160708,0.093416,0.06736,0.074632,0.121031
1,Cruz camp: 'Every picture in a political campaign is Photoshopped',-0.494491,negative,0.102679,0.0433,0.106687,0.823533,0.130803
1,"Clinton, Trump crank up the vitriol in prelude to November",-0.75306,negative,0.2228,0.291835,0.237148,0.226899,0.028464
1,San Francisco retains sanctuary protections for illegal immigrants,0,neutral,0.157398,0.087025,0.067818,0.13455,0.234917
1,Trump slams 'spoiler' bid after Kristol says independent candidate to run,0,neutral,0.362985,0.119296,0.130578,0.093228,0.051086
1,'Flatly unconstitutional': Mobile park owners fight gov't bid to block redevelopment,-0.834179,negative,0.229927,0.036241,0.121868,0.525778,0.405411
1,'Flatly unconstitutional': Mobile park owners fight gov't bid to block redevelopment,-0.834179,negative,0.229927,0.036241,0.121868,0.525778,0.405411
1,Justice Thomas criticizes Supreme Court confirmation process,0,neutral,0.277271,0.076805,0.06793,0.167419,0.212317
1,"Trump Country: Michigan supporters want quick progress on trade, taxes",0,neutral,0.134855,0.438899,0.01019,0.265247,0.059225
1,"Trump Country: Michigan supporters want quick progress on trade, taxes",0,neutral,0.134855,0.438899,0.01019,0.265247,0.059225
1,Trump nominates Rep. Tom Price for HHS secretary,0,neutral,0.350521,0.108959,0.022764,0.172422,0.087143
1,"Inspector general to review DOJ, FBI handling of Clinton case",-0.645455,negative,0.15924,0.063331,0.038711,0.251391,0.185355
1,Spicer set for tense briefing with press after crowd-size dispute,0,neutral,0.130505,0.173457,0.018054,0.077993,0.615713
1,Spicer set for tense briefing with press after crowd-size dispute,0,neutral,0.130505,0.173457,0.018054,0.077993,0.615713
1,Contractor claims Trump company refusing to pay for work on DC hotel,0,neutral,0.166317,0.03188,0.077766,0.506329,0.313365
1,Spicer compares 'alternative facts' to getting different weather reports,0,neutral,0.37677,0.081694,0.020041,0.060063,0.09547
1,House report: TSA airport security standards could fail to prevent insider threats,-0.839187,negative,0.381688,0.002395,0.668299,0.074282,0.184928
1,House report: TSA airport security standards could fail to prevent insider threats,-0.839187,negative,0.381688,0.002395,0.668299,0.074282,0.184928
1,GOP-backed measures seek to rein in science used at EPA,-0.338592,negative,0.30676,0.310076,0.104071,0.125047,0.080495
1,"US weighs terror label on Iran Revolutionary Guard, Muslim Brotherhood",0,neutral,0.225869,0.030847,0.692531,0.132477,0.161306
1,Judge blocks Texas from cutting Medicaid funding to Planned Parenthood,-0.784889,negative,0.348782,0.016078,0.088587,0.612886,0.239103
1,DHS reportedly finds only $20M to redirect to multibillion-dollar border wall,-0.529732,negative,0.203073,0.249888,0.300411,0.10928,0.079501
1,Fox News Poll: A majority says 'move on' from protesting Trump,0,neutral,0.313258,0.040381,0.10611,0.538703,0.272511
1,Fox News Poll: A majority says 'move on' from protesting Trump,0,neutral,0.313258,0.040381,0.10611,0.538703,0.272511
1,"Trump budget would end federal funding for arts endowment, PBS",0,neutral,0.290118,0.26231,0.12462,0.151598,0.158425
1,Trump OKs ramped-up airstrikes against al-Shabaab in Somalia,-0.431172,negative,0.063967,0.246492,0.106364,0.160719,0.097319
1,White House prepares draft of NAFTA withdrawal notice,-0.335751,negative,0.400401,0.116244,0.185465,0.182651,0.183965
1,McMaster says US must be prepared for military operations in North Korea,0,neutral,0.097109,0.110542,0.324131,0.250641,0.120993
1,McMaster says US must be prepared for military operations in North Korea,0,neutral,0.097109,0.110542,0.324131,0.250641,0.120993
1,Trump fires Comey: Possible replacements for terminated FBI Director,-0.421755,negative,0.365287,0.026857,0.068909,0.139737,0.170287
1,Huma Abedin seeks divorce from Weiner after guilty plea,-0.820305,negative,0.455271,0.110548,0.050837,0.262154,0.343064
1,Ariana Grande concert attack: Trump calls on allies to 'obliterate this evil ideology' after Manchester bombing,-0.487588,negative,0.17251,0.043838,0.425197,0.272566,0.347739
1,Greg Gianforte wins: Republican apologizes to reporter who accused him of assault,-0.391687,negative,0.061226,0.040264,0.007642,0.716042,0.431199
1,"Homeland's Kelly says no 'big deal' if Kushner tried back-channel network with Russia, as WH fights back",-0.540436,negative,0.45429,0.138063,0.090089,0.143292,0.166477
1,"Homeland's Kelly says no 'big deal' if Kushner tried back-channel network with Russia, as WH fights back",-0.540436,negative,0.45429,0.138063,0.090089,0.143292,0.166477
1,"Philadelphia councilman stabbed during attempted robbery, police say",-0.526455,negative,0.391199,0.007233,0.219135,0.275681,0.43448
1,Rep. Chaffetz on Comey testimony: 'We actually have to see the documents',-0.331785,negative,0.203035,0.383753,0.075359,0.071568,0.112277
1,Comey testimony: Donald Trump Jr. decries 'one big witch hunt',0,neutral,0.073184,0.055864,0.11085,0.182472,0.070683
1,"Ivanka Trump surprised by 'viciousness,' 'ferocity' of father's critics",0,neutral,0.290929,0.375325,0.01787,0.236696,0.043158
1,"Ivanka Trump surprised by 'viciousness,' 'ferocity' of father's critics",0,neutral,0.290929,0.375325,0.01787,0.236696,0.043158
1,Google's state-of-the-art media center a major draw at Republican convention,0,neutral,0.35418,0.231293,0.032128,0.281906,0.226767
1,Google's state-of-the-art media center a major draw at Republican convention,0,neutral,0.35418,0.231293,0.032128,0.281906,0.226767
1,Arizona lawmaker's push to criminalize fake Web identities raises free speech concerns,-0.838897,negative,0.619924,0.014838,0.107185,0.135936,0.431629
1,Premiums set to rise this year in run-up to ObamaCare tax on insurance industry,-0.707171,negative,0.086969,0.034767,0.082977,0.043715,0.139697
1,"Veterans Affairs wind turbine, built for $2.3 million, stands dormant",-0.343035,negative,0.131361,0.328448,0.234128,0.293073,0.074771
1,Obama takes heat for pinning blame over US troop pullout on Iraq gov't,-0.874059,negative,0.440529,0.024241,0.065809,0.302557,0.344819
1,Watchdog: Up to $200 million missing after lax UN oversight of Afghan police,-0.898461,negative,0.186702,0.06016,0.241347,0.256891,0.132393
1,Court: YouTube should not have been forced to take down anti-Muslim film,-0.836062,negative,0.179921,0.020598,0.187151,0.596994,0.384951
1,Senator calls for investigation of billboards that track shoppers' phones,0,neutral,0.155835,0.116173,0.095818,0.091838,0.165752
1,Tennessee legislator caught taking opponent's yard signs,-0.66379,negative,0.303973,0.135795,0.153302,0.224144,0.09429
1,College Republicans' border wall graffiti sparks controversy at Minnesota campus,-0.388249,negative,0.244442,0.208607,0.072058,0.460492,0.138512
1,Senate Democrats call for criminal probe of Wells Fargo,-0.692845,negative,0.519248,0.005854,0.050047,0.452583,0.173386
1,"Time mag brands Trump a 'huckster,' calls Clinton 'an American Moses'",0,neutral,0.269342,0.119192,0.076732,0.390966,0.145349
1,Fast food exec Puzder is Trump's pick for Labor secretary,0.511007,positive,0.191972,0.213571,0.151532,0.202346,0.092322
1,Trump to Rahm: Get Chicago violence under control or feds will step in,-0.854508,negative,0.405103,0.050134,0.179371,0.165421,0.238822
1,"George H.W. Bush to be moved from ICU, Barbara Bush discharged",-0.817801,negative,0.326289,0.252096,0.199277,0.174274,0.122518
1,Texas Gov. Abbott threatens to cut funding to county over sanctuary city policies,0,neutral,0.211008,0.06866,0.225465,0.337798,0.196246
1,Owner of limo torched in DC during Inauguration Day protest says insurance unlikely to pay,-0.70635,negative,0.209247,0.05856,0.049043,0.399503,0.558021
1,"White House set for 'big immigration launch' to focus on DHS memos, official says",0,neutral,0.210799,0.563601,0.137161,0.072081,0.027491
1,Spicer tries to clarify Trump tweet about former Gitmo prisoners,0,neutral,0.423606,0.045131,0.061,0.083634,0.131141
1,Spicer tries to clarify Trump tweet about former Gitmo prisoners,0,neutral,0.423606,0.045131,0.061,0.083634,0.131141
1,Senate votes to rescind Obama rules on school accountability,0,neutral,0.312827,0.143404,0.085115,0.489575,0.192004
1,Plea deal reached for man who fired shots inside DC pizzeria,-0.707083,negative,0.282931,0.062179,0.053142,0.248705,0.280471
1,Syria airstrikes: Trump says military action in 'vital national security interest',0,neutral,0.260006,0.080168,0.194188,0.393985,0.061661
1,Army vet acquitted after facing charges for hanging flag at VA site,-0.557542,negative,0.407942,0.018726,0.136874,0.651365,0.078567
1,Ex-Clinton pollster: Surveys about Trump reveal 'polling bubble',0,neutral,0.574727,0.153999,0.081341,0.206625,0.042766
1,"Clinton, Obama return to public eye with new ventures",0.546355,positive,0.20259,0.472845,0.195086,0.185127,0.044595
1,"Clinton, Obama return to public eye with new ventures",0.546355,positive,0.20259,0.472845,0.195086,0.185127,0.044595
1,"Comey tossed 'stick of dynamite' into the DOJ, says White House",-0.774935,negative,0.370589,0.121331,0.247629,0.180137,0.261209
1,"Comey tossed 'stick of dynamite' into the DOJ, says White House",-0.774935,negative,0.370589,0.121331,0.247629,0.180137,0.261209
1,Lawmakers reach agreement on long-stalled VA accountability bill,0,neutral,0.219918,0.043797,0.040452,0.146932,0.131982
1,"Flynn never spoke to Trump about ending investigations, sources close to former adviser say",0,neutral,0.612599,0.127009,0.180595,0.020314,0.130666
1,GOP congressman quits as co-chair of House moderates,-0.475502,negative,0.312509,0.081259,0.303501,0.185547,0.384721
1,"Jim Bunning, MLB Hall of Famer and ex-GOP senator, dies at 85",0,neutral,0.509202,0.013133,0.065159,0.424562,0.288442
1,Paul Ryan shunned by dozens of middle schoolers during photo op,-0.635276,negative,0.287667,0.26529,0.194336,0.12507,0.285367
1,Trump administration asks Supreme Court to let revised travel ban take effect,0,neutral,0.234468,0.069325,0.117313,0.258235,0.388697
1,Supreme Court rejects appeal from Marine over religious liberty,0,neutral,0.422101,0.044765,0.107297,0.149127,0.197308
1,US 'deeply concerned' after Turkey arrests Amnesty International official,0,neutral,0.254539,0.161614,0.296223,0.123394,0.311864
1,What is the Congressional Baseball Game?,0,neutral,0.107046,0.165332,0.0469,0.141945,0.125413
1,"After Scalise shooting, Pelosi blames Fox News for violent threats against her",-0.801426,negative,0.278488,0.002657,0.353314,0.354997,0.437124
1,Trump scraps Obama policy that protected immigrant parents from deportation,-0.535503,negative,0.255176,0.107512,0.016328,0.340272,0.05246
1,"Trump's decision to roll back Cuba policy cheered, booed by Miami exile community",0,neutral,0.62223,0.181392,0.084251,0.071797,0.092517
1,"Trump's decision to roll back Cuba policy cheered, booed by Miami exile community",0,neutral,0.62223,0.181392,0.084251,0.071797,0.092517
1,Former Utah state legislator wins GOP support for Chaffetz seat,0,neutral,0.292335,0.264705,0.040789,0.23814,0.108103
1,Schumer asks airlines to drop seat fee for kids,0,neutral,0.518495,0.037577,0.034911,0.17158,0.188007
1,Speculation swirls around GOP convention mystery guest,0.490486,positive,0.184293,0.116028,0.080311,0.157313,0.169
1,Speculation swirls around GOP convention mystery guest,0.490486,positive,0.184293,0.116028,0.080311,0.157313,0.169
1,AARP objects to Obama invoking group's support during debate,0,neutral,0.160658,0.140572,0.103387,0.510352,0.265837
1,Pundits on both sides give Romney edge in first debate as campaigns look to round 2,0,neutral,0.194945,0.356155,0.115079,0.405273,0.073107
1,Film dramaticizing bin Laden raid slated to air two days before November election,-0.782625,negative,0.310037,0.138881,0.232792,0.4415,0.074512
1,"Sophisticated cyber-attack hits Energy Department, China possible suspect",0,neutral,0.075278,0.046394,0.598411,0.121469,0.326898
1,"NSA secretly tapped Google, Yahoo data centers worldwide, new report claims",0,neutral,0.232913,0.085622,0.045122,0.024422,0.163777
1,At last! FAA green lights gadgets on planes,0.161372,positive,0.176208,0.397261,0.150841,0.210443,0.075592
1,Mississippi governor signs welfare drug-testing bill,0,neutral,0.298516,0.04966,0.13407,0.187406,0.156025
1,Hillary Clinton in Iowa stirs 2016 speculation,0,neutral,0.165906,0.17984,0.072659,0.111372,0.101402
1,Son of actor Robert Mitchum blasts Dem for 'deceptive' ad in congressional race,-0.871728,negative,0.146796,0.279266,0.061158,0.160383,0.095516
1,Son of actor Robert Mitchum blasts Dem for 'deceptive' ad in congressional race,-0.871728,negative,0.146796,0.279266,0.061158,0.160383,0.095516
1,Court orders EPA to redo air-pollution limits in 13 states,0,neutral,0.26107,0.056652,0.213418,0.204874,0.141033
1,Consultants reaped windfall from failed Bush campaign,-0.49647,negative,0.355306,0.027972,0.120952,0.22356,0.356163
1,Clinton pays tribute to black victims Ð ignores officers killed in line of duty,0,neutral,0.5509,0.002971,0.103217,0.313268,0.39628
1,"Trump considering Ingraham, others for White House press secretary",0,neutral,0.112469,0.451503,0.100653,0.146053,0.201691
1,Coin toss for a Utah council seat: Tied race determined by chance,0,neutral,0.106062,0.13076,0.026902,0.148761,0.090833
1,Trump nominates Elaine Chao to be Transportation Secretary,0,neutral,0.166657,0.192314,0.06933,0.120779,0.099681
1,Ambassador to U.S. says Mexico would be open to 'modernizing' NAFTA,0,neutral,0.264174,0.137063,0.098061,0.139705,0.14359
1,San Francisco doubles down on sanctuary city policies with legal defense push,0,neutral,0.381316,0.046118,0.110171,0.194305,0.08739
1,San Francisco doubles down on sanctuary city policies with legal defense push,0,neutral,0.381316,0.046118,0.110171,0.194305,0.08739
1,"Priebus backs Trump, 'Don't want that drone back'",0,neutral,0.26511,0.211798,0.157349,0.060476,0.108839
1,Paul previews ObamaCare replacement plan focusing on lower cost policies,-0.722131,negative,0.304829,0.011007,0.171659,0.125486,0.085571
1,Senate Democrats threaten government shutdown amid Trump budget wishlist,-0.455548,negative,0.15923,0.005061,0.268204,0.555667,0.345317
1,Senate Democrats threaten government shutdown amid Trump budget wishlist,-0.455548,negative,0.15923,0.005061,0.268204,0.555667,0.345317
1,Trump gives CIA power to launch drone strikes,0,neutral,0.299098,0.205999,0.138011,0.360009,0.110294
1,"Trump pick to head Medicare, Medicaid confirmed by Senate",0,neutral,0.096973,0.043556,0.103109,0.198168,0.053438
1,Trump border wall firms would face penalty under San Francisco law,-0.318421,negative,0.361999,0.066847,0.372387,0.302517,0.084444
1,Trump border wall firms would face penalty under San Francisco law,-0.318421,negative,0.361999,0.066847,0.372387,0.302517,0.084444
1,"Fox News Poll: Voters say taxes are too high, want reform this year",-0.512532,negative,0.343736,0.077345,0.064389,0.442935,0.049499
1,"Fox News Poll: Voters say taxes are too high, want reform this year",-0.512531,negative,0.343736,0.077345,0.064389,0.442935,0.049499
1,US attack on Syria could send North Korea clear message,-0.537602,negative,0.094267,0.051954,0.227055,0.050529,0.106439
1,US attack on Syria could send North Korea clear message,-0.537602,negative,0.094267,0.051954,0.227055,0.050529,0.106439
1,McMaster says US will pay for THAAD anti-missile system in South Korea,0,neutral,0.509547,0.136135,0.071506,0.242363,0.15714
1,Georgia governor approves carrying concealed guns on campus,0,neutral,0.227008,0.135567,0.163238,0.24204,0.232307
1,Top Democrats say Americans will 'die' from ObamaCare overhaul passed by GOP House,-0.823762,negative,0.592502,0.007495,0.189253,0.324391,0.255585
1,"Comey fallout: Grassley backs Trump, tells media to 'suck it up and move on'",-0.742375,negative,0.559823,0.013818,0.167195,0.132509,0.4097
1,"Comey fallout: Grassley backs Trump, tells media to 'suck it up and move on'",-0.742375,negative,0.559823,0.013818,0.167195,0.132509,0.4097
1,Trump's travel ban lands in Seattle appellate court,0,neutral,0.277129,0.112992,0.099343,0.293393,0.344094
1,Trump's travel ban lands in Seattle appellate court,0,neutral,0.277129,0.112992,0.099343,0.293393,0.344094
1,ObamaCare vote do-over? House could be forced to revisit bill,-0.554818,negative,0.134452,0.029821,0.43937,0.306213,0.427314
1,"Utah senator, mayor top candidates for Chaffetz's seat",0,neutral,0.197327,0.231042,0.056354,0.06479,0.048801
1,Jerry Springer considering a run for Congress? Rumors are swirling,0,neutral,0.143797,0.031922,0.333255,0.437752,0.181567
1,Schumer invites Trump to testify before Senate,0,neutral,0.193133,0.136394,0.153701,0.316858,0.244854
1,"Trump says Comey leaks are the real issue, in Sunday morning Twitter flurry",-0.866157,negative,0.368302,0.319478,0.102625,0.185267,0.168867
1,Scalise shooting fallout: GOP rep receives threatening email,-0.812169,negative,0.521442,0.028392,0.222653,0.180427,0.294938
1,Scalise shooting fallout: GOP rep receives threatening email,-0.812169,negative,0.521442,0.028392,0.222653,0.180427,0.294938
1,"Steve Scalise shooting: 'Political rhetorical terrorism' contributed to attack, rep says",-0.832607,negative,0.585583,0.005356,0.279903,0.288282,0.205349
1,'Blood of Steve Scalise is on your hands!' Protesters disrupt 'Julius Caesar',0,neutral,0.163272,0.197947,0.341808,0.278161,0.221048
1,'Blood of Steve Scalise is on your hands!' Protesters disrupt 'Julius Caesar',0,neutral,0.163272,0.197947,0.341808,0.278161,0.221048
1,Democrats plan to slow GOP effort to have ObamaCare vote by July 4,-0.847151,negative,0.388289,0.0089,0.124351,0.265351,0.557193
1,"U.S. Weighed Options to Recover, Destroy Drone in Iran",0,neutral,0.18887,0.024783,0.189194,0.051581,0.238137
1,"AT&T, Microsoft on donors list for Obama's second inauguration, in change from 2009",0,neutral,0.262083,0.148593,0.042603,0.055034,0.048834
1,"Obama vows to 'vigorously pursue' gun control, prepares to release proposals",0,neutral,0.15862,0.228354,0.201208,0.187431,0.183267
1,Gaming the system'? States use trick to undo food stamp cuts,-0.87002,negative,0.335818,0.113774,0.083575,0.32034,0.230861
1,South Dakota Dem Senate candidate accuses own party of sabotage,-0.295199,negative,0.320873,0.085081,0.073235,0.360559,0.336445
1,Sideshow Races: From Clay Aiken to 'Duck Dynasty' family member Ð how'd they fare?,0,neutral,0.303658,0.165433,0.131877,0.186929,0.130086
1,Judge blocks child-care license for facility holding immigrant families in Texas,0,neutral,0.661784,0.042663,0.072882,0.155585,0.283464
1,State Department official thought Clinton used personal email for 'family and friends',-0.332098,negative,0.20216,0.445092,0.057384,0.140761,0.085458
1,"Analysts say Trump not paying himself salary to run, despite FEC filings",0,neutral,0.486621,0.1067,0.057327,0.143851,0.147793
1,"Analysts say Trump not paying himself salary to run, despite FEC filings",0,neutral,0.486621,0.1067,0.057327,0.143851,0.147793
1,Trump tax plan may cost $1.5 trillion more than he says,0,neutral,0.08124,0.047708,0.062494,0.10768,0.104474
1,"Hundreds of veterans died waiting for care at Phoenix VA hospital, watchdog report finds",-0.767596,negative,0.799912,0.030266,0.132426,0.147787,0.110602
1,Voter fraud complaints emerge in tight NC gov race,-0.338096,negative,0.380205,0.016626,0.049504,0.510562,0.268978
1,Voter fraud complaints emerge in tight NC gov race,-0.338096,negative,0.380205,0.016626,0.049504,0.510562,0.268978
1,"Conway: Trump's talk with Taiwan leader 'just a call,' not a sign of policy shift",0,neutral,0.185548,0.05142,0.128514,0.307466,0.102564
1,"Conway: Trump's talk with Taiwan leader 'just a call,' not a sign of policy shift",0,neutral,0.185548,0.05142,0.128514,0.307466,0.102564
1,Unflattering Trump retweets lead to Twitter 'shut down' at Interior Department,0.805613,positive,0.119697,0.022274,0.023143,0.052024,0.36124
1,National park's Twitter feed posts climate data in apparent defiance of Trump administration order,0,neutral,0.266903,0.190124,0.07797,0.13161,0.114175
1,Abbott: Travis County Sheriff Headed for Chants of 'Lock Her Up',-0.669844,negative,0.192575,0.065359,0.112533,0.160039,0.28361
1,"Conway defends Trump immigration ban, ripped press 'a new one' over bias",0,neutral,0.480273,0.008207,0.065329,0.327888,0.468769
1,"Conway defends Trump immigration ban, ripped press 'a new one' over bias",0,neutral,0.480273,0.008207,0.065329,0.327888,0.468769
1,Trump to meet with Congressional Black Caucus after all,0,neutral,0.152491,0.375358,0.066771,0.118517,0.120366
1,Abortion language in GOP bill draws criticism from both sides of the aisle,-0.661641,negative,0.152236,0.052341,0.043183,0.418338,0.093285
1,Abortion language in GOP bill draws criticism from both sides of the aisle,-0.661641,negative,0.152236,0.052341,0.043183,0.418338,0.093285
1,FBI's Comey warns of 'terrorist diaspora' from ISIS territory,0,neutral,0.237791,0.004187,0.320788,0.254979,0.559902
1,FBI's Comey warns of 'terrorist diaspora' from ISIS territory,0,neutral,0.237791,0.004187,0.320788,0.254979,0.559902
1,What is the MOAB?,0,neutral,0,0,0,0,0
1,White House reportedly has plans in place to buildup deportation force,-0.533979,negative,0.251634,0.116466,0.360909,0.092792,0.248148
1,"West Virginia governor displays bull dung, as budget metaphor Ð yes, this really happened",-0.602454,negative,0.388924,0.063898,0.138719,0.174749,0.17926
1,"West Virginia governor displays bull dung, as budget metaphor Ð yes, this really happened",-0.602454,negative,0.388924,0.063898,0.138719,0.174749,0.17926
1,George H.W. Bush gets special visitor at hospital,-0.613082,negative,0.301374,0.290307,0.140835,0.273228,0.099582
1,South Korean presidential candidate concerned about Trump's aircraft carrier story,0,neutral,0.117943,0.178057,0.087003,0.282169,0.014272
1,Syrian government moves aircraft to Russian base for protection,0,neutral,0.177492,0.083155,0.582428,0.109924,0.040116
1,"Trump optimistic as government shutdown, ObamaCare replacement loom",0,neutral,0.2997,0.02816,0.268503,0.132787,0.137198
1,"Trump optimistic as government shutdown, ObamaCare replacement loom",0,neutral,0.2997,0.02816,0.268503,0.132787,0.137198
1,AG Sessions to MS-13 gang: 'We are coming after you',0,neutral,0.073516,0.172289,0.21241,0.060832,0.179511
